"identification_number","mode_of_attendance_code","type_of_attendance_code","nesb_indicator","citizenship_indicator","study_area","course_level","raw_comment","train_category"
3430131033231,"Internal","Full-time","English speaking background","Domestic","Humanities, culture and social sciences","Undergraduate","In assignment 2/3, the only thing that needed to be changed from last year was converting the required plans/sections from the unusual scale of 1:250 to 1:200. That is literally all that needed to be changed. Instead, you throw in ADDITIONAL submission requirements such as a site plan AND extra drawings/annotations - who asked for you to do this????? I literally laughed out loud when you wrote an announcement on Moodle, saying how it is ""disrespectful"" of students to show up late and present at a time that ""suits"" them. I think it's even more ""disrespectful"" but also downright lazy how the convenor doesn't bother announcing ANY submission changes. For example, in EVERY OTHER studio, you are given 10 mins to present. In this studio, the most complex of them all, you go ahead and revoke it to FOUR minutes; only saying this THE WEEK BEFORE the due date. The brief clearly states 10 mins + 10 feedback for A1 and A2, but of course no effort was made to communicate changes on Moodle. Especially for the first design proposal (A2), giving students only 4 mins is malicious. And then today, our tutor emailed us saying we would be getting only 6 MINS for the FINAL, which is just cruel. Last year allowed for 10 mins in A2/3, why was it changed?! You slap on all these additional requirements for us to do, but then cut the present time by more than 50%. Repeatedly pulling 180s, changing the present time despite it stating 10 mins on the brief, ON EVERY ASSIGNMENT (4 TIMES) is irresponsible and unprofessional.
Third, the faculty has been lazy in marking of assignments, particularly in the first few weeks. In assignments 1b, 1c and 2, you force two tut groups into one. In 1a, you force the entire studio together. Why couldn't we just present within our own tut groups? That way, we can thoroughly learn about 4 or 5 precedents and REALLY UNDERSTAND it, than have 20 precedents shoved down our throats. You THINK it helps us ""learn"" but did you notice how the studio rooms became more and more empty as students left towards the EOD? Clearly, you are just trying to save time so you don't have to stay back as long for parity which I think is simply lazy.
The main issue stems from having a part time course convenor. It is NOT POSSIBLE to operate as a part-timer in the most important course of the architecture degree. It was originally supposed to be X, but was changed to X. WHY? Being part-time either means X is either not there to listen to feedback, or more likely, simply doesn't care.
I just don't get how this course was STILL crafted so poorly after years of us students screaming similar things in your faces loud and clear. The fact that even after more than 3 years of the project design being repeatedly changed and course being desperately reworked to try to bring up the fail rate - shows that your faculty is either incompetent or has malicious intent - doing everything in its power to prevent students from passing. Embarrassing.","Language"
3430131033232,"Internal","Full-time","English speaking background","Domestic","Humanities, culture and social sciences","Undergraduate","A lot of things can be improved with this course. First of all, a lot of the assessment tasks weren't supporting our learning in the subject area. I feel that instead of debating topics every week, the content could be discussed and explained a lot more deeply than the surface level of the lectures. Secondly, the organisation of this course was terrible. Unfortunately, there was never any clear direction given regarding assessment tasks, due dates, course content unless it was driven by student questions.","OK"
3430131033233,"Internal","Full-time","English speaking background","Domestic","Engineering","Undergraduate","Weekly discussions, course learning, chinatown tour which i wish more electives would add in their architecture/history courses","OK"
3430131033234,"Internal","Full-time","English speaking background","Domestic","Social work","Undergraduate","X needs to improve her teaching. I tried attending one of the lectures in person and I was confused half of the time and fighting sleep for the other half.","Language"
3430131033235,"Internal","Full-time","English speaking background","Domestic","Architecture and built environment","Undergraduate","X is obviously very passionate about Asian studies and is very knowledgeable about this area of study. He encouraged class participation and discussion and was engaging.","OK"
3430131033236,"Internal","Full-time","English speaking background","Domestic","Science and mathematics","Undergraduate","I found the convenor was very unhelpful, the lectures are useless and a waste of time. If you want to teach such a complex course to beginners then simplifying makes sense. The videos about rhino are at least 4-6 years old. Some parts of the video mute and we dont get to know whats going. I initially watched recorded vids of rhino by X and realised that chuncks of the video go mute and we miss out on whats going on. When emailed about it she never responded.
Why are summatives have grading that if we mess one up we have a high risk of failing? Why not make formatives count?
I gave up going to the moodle site because when was the last time it was update? Looks like an essay.
Best believe I gave up going to the lectures that have an average attendance of 15 out over a 100. Theres a reason for that.
Why print a booklet that will be thrown out, such a waste to the planet and our money which is limited because we are broke students.
Every student, past, ahead and currently have a collective trauma from this course. Why are you not doing anything about it? This is a prestigious university and we pay money to benefit from a course, not come and go not knowing whats going on but pass because we know whats expected. Absolute reck of a course. Im only glad i belong in interior architecture where the convenors are in touch with reality and the courses are well thought out.
This course has been a fever dream.","Language"
3430131033237,"Internal","Full-time","English speaking background","Domestic","Science and mathematics","Undergraduate","(To preface, this is extremely minor and can likely be ignored as I thoroughly enjoyed the tutorials over the trimester! :) )
We often get to everything we need to cover (great!) but I feel like its mainly the same few people expressing their thoughts (which by no means is terrible, especially given that the people who contribute are very passionate and interested about the subject and have clearly done the readings), but I think that a way to get the whole class involved might be to open up tutorials with a debate or some sort of moderated socratic circle that allows for more people who might not share to express and develop opinions / stances on historical topics. I just think it might make things more fun and engaging every once and a while!","OK"
3430131033238,"Internal","Full-time","English speaking background","Domestic","Psychology","Undergraduate","how to work perfectly with my group members","OK"
3430131033239,"Internal","Full-time","English speaking background","Domestic","Architecture and built environment","Undergraduate","I think the form of the class presentation could be improved, such as students could show the report as a presentation in class instead of the quiz. So that students could improve their knowledge of ESG and IR framework better.","OK"
3430131033240,"Internal","Full-time","English speaking background","Domestic","Humanities, culture and social sciences","Undergraduate","good-listening","OK"
3430131033241,"Internal","Full-time","English speaking background","Domestic","Humanities, culture and social sciences","Undergraduate","Tutor was terrible.","Language"
3430131033242,"Internal","Full-time","English speaking background","Domestic","Humanities, culture and social sciences","Undergraduate","man the marking is a pain in the ass it needs to be changed asap and the sheer volume of work is insane, i just wonder HOW effective it is in teaching us the content i dont know. but the whole marking scheme is messed up. like i had mod 5 and 6 i couldve done bu there was no chance of getting marked off so i didnt bother. and i mean this respectfully but please change the lecturer, he was boring, slow i would zone out i had to resort to raveens lectures.","Language"
3430131033243,"Internal","Full-time","English speaking background","Domestic","Humanities, culture and social sciences","Undergraduate","The tutor has never clearly communicated the assignment requirements and descriptions. She would inexplicably demand what she wanted from the assignments within the given time frame. When we asked her for clarification, she responded very unfriendly, saying, ""I think you should know,"" and even used insulting words like ""fuck"" towards us. We are very dissatisfied with this. Additionally, her grading criteria for reports are also strange. She only points out what she wants in the feedback, making the assignments a guessing game to determine her preferences instead of receiving clear instructions. We are all very unhappy with her and believe she has completely failed in her duties as a tutor.","Language"
3430131033244,"Internal","Full-time","English speaking background","Domestic","Science and mathematics","Undergraduate","She has never clearly communicated the assignment requirements and descriptions. She would inexplicably demand what she wanted from the assignments within the given time frame. When we asked her for clarification, she responded very unfriendly, saying, ""I think you should know,"" and even used insulting words like ""fuck"" towards us. We are very dissatisfied with this. Additionally, her grading criteria for reports are also strange. She only points out what she wants in the feedback, making the assignments a guessing game to determine her preferences instead of receiving clear instructions. We are all very unhappy with her and believe she has completely failed in her duties as a tutor.","Language"
3430131033245,"Internal","Full-time","English speaking background","Domestic","Medicine","Undergraduate","What could be improved:
• Several old articles that are a hard read, and lacked narrative.
• The activities throughout the course do not relate to the assessment or discussion forums.
• There is a lot of readings on general technology, less on models, concepts and theory.
• Although I thought it was straightforward, there was confusion from students on the alternative posting for group A or B. This should be plain to understand from week 1.
• Students did not realise they needed to post audio/visual content. Suggest using audio/visual content in your opening posts so students follow.
• Applying full Harvard referencing style in posts kills the chat vibe. In my mind, the forums are a replacement for students talking in a breakout.
• Assessment 2 is quite descriptive by nature. The questions refer to models that are not related to the course, e.g. Porters Five Forces is not in Unit 1-10, yet it is a question in the assessment (why?).
• The questions in the forums don't lead to strong debate, again, they lead to a descriptive responses. e.g. describe scrum or CICD. This led to 20 posts starting with similar answers.
What did not go well:
• Most assessments allow students to deep dive into concepts. Assessment 4 does not allow students to interact with the lessons learnt from Units 1-10 effectively. More of an extension from the Marketing course in the MBA rather than a technology investigation.
• Word limits were not enforced or respected in posts. In fairness, writing 200-500 words, some of it rambling, is significantly easier than attempting to write a succinct 100 or 200 word post.
• Very detailed specific referencing requirements. In other courses, the lecturer has provided a simple one pager of what they expect for referencing. Problem solved. If the feedback to students is they should reference the UNSW Harvard referencing guide. Then I would suggest looking into the disparity of referencing syntax between Unit 6 and Unit 10. I went looking for a standard and could not find one.
• I suspect Assessment 3 is susceptible to AI. Although the lecturers can only mark what is in front of them, it would be easy to spot outliers in the data, whereby students that received credit for all assessments then achieve 100% in their exam. I really like exams. However, this weakness should be pause for thought on its future applicability.
• Reading 5.5 is long, industry specific and dated, there are many great alternative videos and articles on Blockchain. As is Reading 10.8.","OK"
3430131033246,"Internal","Full-time","English speaking background","Domestic","Humanities, culture and social sciences","Undergraduate","nothing","OK"
3430131033247,"Internal","Full-time","English speaking background","Domestic","Teacher education","Undergraduate","difficulty- too much content and each week's content is too heavy to digest","OK"
3430131033248,"Internal","Full-time","English speaking background","Domestic","Science and mathematics","Undergraduate","explained lecture contents very poorly","OK"
3430131033249,"Internal","Full-time","English speaking background","Domestic","Engineering","Undergraduate","Close-to-life case studies to help understanding","OK"
3430131033250,"Internal","Full-time","English speaking background","Domestic","Architecture and built environment","Undergraduate","I really like X's style of teaching, he always uses interesting examples!","OK"
3430131033251,"Internal","Full-time","English speaking background","Domestic","Humanities, culture and social sciences","Undergraduate","General feedback (not pertaining to this course in specific): After taking an experimental Friday-Saturday intensive last term, I can reaffirm: Friday-Saturday intensives would be so much better and much appreciated by I believe a wide number of students!
Per this course: it's unfortunate that we didn't get to do the simulation. It can also be confusing trying to learn to and adapt to different instructor's style on how to present concepts and frameworks. Most other instructors I've had tell us to focus more on the evidence of each framework instead of repeating the definition in essay","OK"
3430131033252,"Internal","Full-time","English speaking background","Domestic","Humanities, culture and social sciences","Undergraduate","i get to know more ab accounting","OK"
3430131033253,"Internal","Full-time","English speaking background","Domestic","Psychology","Undergraduate","I am a little disappointed in the last studio course in our degree. The reasons are below:
- The program brief. This is the worst program brief I have ever seen throughout the six studios. The requirement is so unclear that the tutors don't even fully understand in middle of the term. As the program brief is so crucial to how you will approach your design. This unclearness of the brief wasted us a lot of time figuring out how much space is really needed in some of the requirement.
-The sudden change of presentation method in assignment 1 is absurd. And this sudden change is a decision made just before the presentation. This is really frustrating to the student as most of us have not prepare to public speak to so many peoples and most people cannot hear in the back of the Amphitheatre. This cannot help us learn and is making the course looks poorly planned and lack of principle .
-The changing of the presentation time from 10 minutes to 4 minutes in one week before the presentation. Again, this really show the course is not welly planned and the lack of communication between the studio leader and tutors.
- The time management in the presentation day. I understand as there is limited time for the studio class and everyone needed to have the same amount of time for their presentation for fairness. But 4 minutes is really too short for a program that have multiple floors, explaining rich site context, the design approach and structure, etc. On the other hand, the feedback time is too long. 4 minutes presentation and 15 minutes for feedback time is ridiculous. I think the tutors should have a more good grasp of time in order for the presentation day to go smoothly.
- The double studio classes in week 7. I am very lucky that my tutor offer a zoom video class in week 6 instead of having double studio class in Tuesday and Thursday in week 7. Having double studio class in between such a short period of time cannot yield a good learning outcome as design work takes time to develop. I would suggest move one of the studio class from week 7 to optional in week 6.
I really looking forward to design a library in the start of term. However, the overall experience of this course is quite chaotic and unprofessional. I hope the course will change to be better for the next year third year students.","OK"
3430131033254,"Internal","Full-time","English speaking background","Domestic","Health services and support","Undergraduate","This course is truly the worst organized course during my years in this university.
- The moving between classrooms in tutorials. Why?
-The content of the tutorial and the assessment are different in the lectures , for instance, the math formula, This is truly unacceptable, this show the lack of communication between tutors and lecturer. And the unprepared unifying of teaching material in between the teaching staffs.
-lack of feedback and answer sheet. I will not understand what i have wronged in my assessment.
- the venue of the tutorials. If the tutorial need us to use a computer, why not choose the computer lab as the tutorial classroom instead of a normal classroom which have really less electric socket?
- Some part of the last assessment can be totally irrelevant to the content that taught in the lecture and tutorial. If you haven't taught some of the topic, please don't include them in the last assessment. It is just as simple as that.
overall, This course is so poorly structured and lack the incentive to help us to learn. It is a complete downgrade from the previous course.","OK"
3430131033255,"Internal","Full-time","English speaking background","Domestic","Social work","Undergraduate","The assessment needs to reflect the course content or at least have similarities. We should not be given new scenarios or scenarios we would not know how to work through in the assessments","OK"
3430131033256,"Internal","Full-time","English speaking background","Domestic","Psychology","Undergraduate","The course content is very dated. Given the proliferation rate of technology I would have expected the course content to be much more recent. Some of the content was from prior the 20th century. Most was from the early 2010's and rarely was the content from the past few years. Considering COVID drastically affected tech in a positive growth manner there is a lot of content out there that could replace some of the dated content. Perhaps the content needs an overhaul for future students.","OK"
3430131033257,"Internal","Full-time","English speaking background","Domestic","Business and management","Undergraduate","The tutorials were pretty boring. It could be improved by having a more structured presentation format by the tutor or students during tutorials.","OK"
3430131033258,"Internal","Full-time","English speaking background","Domestic","Humanities, culture and social sciences","Undergraduate","X was very engaging and made the course interesting through his examples and his way of delivery of the course. The relevant examples and issues raised in class helped with improving my understanding of RISK.","OK"
3430131033259,"Internal","Full-time","English speaking background","Domestic","Architecture and built environment","Undergraduate","Preference for group presentation not to be recorded and to be delivered in class.","OK"
3430131033260,"Internal","Full-time","English speaking background","Domestic","Business and management","Undergraduate","I think the thing I struggled with this course is what I have struggled with all the design studios which is a shame because they take up so much of this course. They are too interdisciplinary. If you're studying graphics, it's all right because the tutors you get tend to have some sort of graphics background and can give you helpful advice. But any disciplined outside of that you're sort of just left to figure your own shit out. I'm majoring in textile and object design and this is something I have struggled with throughout all the design studios. And it's a real shame because all the tutors you get are really qualified and educated but they're not always that helpful.
This is something I have continuously spoken about with my peers throughout this entire degree and it is really frustrating. This advice is probably too broad and changes with curriculums seems like a slog of a process but I just don't think the way this course is structured is all that efficient. And you spend 6 courses doing these 'design studios' or 'fada' courses whilst only getting 3 each for your actual majors. It just doesn't make sense and isn't practical.
I know this is probably brutal but I really feel like this has been a big let down throughout this entire course and it's really frustrating when your sending yourself into debt taking courses where you don't get all that much out of it. That being said, as I mentioned earlier, It was interesting to be able to explore one project in particular for this course. I just feel that there are a lot of improvements that could be made.
Could you combine the studios at least vaguely according to your disciplines whilst still having interdisciplinary collaboration? That way I think there would also be a stronger learning community around your different practices (which the degree is massively missing right now!!).","Language"
3430131033261,"Internal","Full-time","English speaking background","Domestic","Communications","Undergraduate","the practical nature of the course","OK"
3430131033262,"Internal","Full-time","English speaking background","Domestic","Science and mathematics","Undergraduate","the tutorial questions I always try to find sample questions from the lecture and it is not always there","OK"
3430131033263,"Internal","Full-time","English speaking background","Domestic","Engineering","Undergraduate","gradual and consistent in his teaching which always include a recap to lec and practice question then tut question and it is refreshing to having them entering a tut.","OK"
3430131033264,"Internal","Full-time","English speaking background","Domestic","Business and management","Undergraduate","the positivity and expresses calmness","OK"
3430131033265,"Internal","Full-time","English speaking background","Domestic","Psychology","Undergraduate","she explains the contents quite well and link points together","OK"
3430131033266,"Internal","Full-time","English speaking background","Domestic","Medicine","Undergraduate","it does give an option of career path to choose from as an accounting major student and generally the course is simply intrigueing to learn, hearing the real stories from the lecture or the guest speakers help me imagine being one of them.","OK"
3430131033267,"Internal","Full-time","English speaking background","Domestic","Law and paralegal studies","Undergraduate","Assessment 1 and 2 requires a lot of reading of data which is struggling for me.","OK"
3430131033268,"Internal","Full-time","English speaking background","Domestic","Humanities, culture and social sciences","Undergraduate","one can tell she's highly passionate about this course as well as being a part of fraud related career, I enjoyed her delivery of seminor with a mix of theory and cases. She tried to encourage students to work together and to also facilitate assessment I guess.","OK"
3430131033269,"Internal","Full-time","English speaking background","Domestic","Science and mathematics","Undergraduate","I have in my another course that there is lecture review of the content from the weeks before which I thought was quite helpful for that course and it could also be trialed in this course.","OK"
3430131033270,"Internal","Full-time","English speaking background","Domestic","Science and mathematics","Undergraduate","I like how this is very practical and will be useful for future careers","OK"
3430131033271,"Internal","Full-time","English speaking background","Domestic","Law and paralegal studies","Undergraduate","I would prefer if the assignments were more aligned to the class teachings and for tutorials to be more interactive. at the moment it feels separate from each other and I'm not getting the support I need to complete tasks","OK"
3430131033272,"Internal","Full-time","English speaking background","Domestic","Psychology","Undergraduate","patient and explains questions","OK"
3430131033273,"Internal","Full-time","English speaking background","Domestic","Business and management","Undergraduate","great pace when talking","OK"
3430131033274,"Internal","Full-time","English speaking background","Domestic","Engineering","Undergraduate","she knows the concepts broadly and goes through topics at a good pace","OK"
3430131033275,"Internal","Full-time","English speaking background","Domestic","Health services and support","Undergraduate","i think it would be great if more explanations were given to her presentations because it relies a lot on past knowledge","OK"
3430131033276,"Internal","Full-time","English speaking background","Domestic","Science and mathematics","Undergraduate","rather than just going through what's right and wrong it would be good if we got more hands on practice and explanation and clearly set out the steps for working","OK"
3430131033277,"Internal","Full-time","English speaking background","Domestic","Business and management","Undergraduate","the lecture eamples are very simple and the assignments do not align. we aren't given enough support to understand changes in materials and it's difficult to apply the knowledge","OK"
3430131033278,"Internal","Full-time","English speaking background","Domestic","Architecture and built environment","Undergraduate","How many insights we had into professional film making and the technical processes behind it, even as a student who isn't studying media or filmmaking as a whole, I felt like I learnt a lot about the intricacies of the trade that I could apply to any multimedia project that I could pursue. His lectures and tutorials were also very engaging and succinct with some fun exercises and a good selection of short films to watch in class, I was never bored by anything and found myself retaining more knowledge than I have in most of my other courses thanks to how much more interactive and practical this course was to what I am usually doing.","OK"
3430131033279,"Internal","Full-time","English speaking background","Domestic","Science and mathematics","Undergraduate","The tutor X had created a very uncomfortable and damaging learning environment. My friends and I really enjoyed the content of the course and to give back to the course because of the great tutors we worked with at labs and help sessions, we decided to write course notes to support the learning of other students. These notes were created on Propagate.ink - my thesis project which aims to support content visualisation through visual hierarchy. We worked quite hard in translating our learnings into a unique visual form and we were proud of the time we took to make them.
However, when we shared the notes, the tutor X unconstructively attacked the platform the notes were on, without even looking at the notes themselves. They chose to use discord and said ""seeking vc funding vs seeking github visits"" as they took it as an opportunity to drive students to their own notes on github by putting down our content. This should not be how tutors encourage learning. Then they said ""#freeandopensourcededucation"", ""#nomoreaccounts"", ""#protest"", ""#studocu"" about our notes which is incredibly discouraging, especially for it to come from a tutor who should be doing what they can to support others. Just because we had a sign up page before seeing the notes, Hae decided to make fun and attack our site in front of other students when all we were trying to do was create an inclusive learning space. I had a panic attack reading X's words on the discord as I couldn't understand how a tutor could be so rude to a student. X continued this by saying ""unironically tho you dk how good this guys' engineering is so"" to intentionally drive students away from our notes. Once again, this should not be what is acceptable for tutors who are core to a student's learning.
In our forum post, X also said ""free alternative"" linking their notes, with many times on the Discord X implying that we are writing notes for external gain, not true. I dont understand why they had to use the word ""alternative"", they could say ""Here are my notes too"" creating a more inclusive learning space. With the context of the discord comments X made, whether intentional or not, X's action of putting others down to elevate himself should not be what tutors stand for.
Only when X realised that they were conversing with one of the note contributors on Discord, did they begin to change their tone and stop the toxicity. Although tutors are also students, they should hold themselves to a professional standard.
I hope there can be more supportive tutors in future offerings. All students are aware of how smart tutors are, but how they can deliver impact is through positive interactions and contributing to an inclusive learning environment because this truly does make a difference and ultimately these are the interactions that a student remembers. I no longer find X a safe and inclusive learning environment if this is the response from tutors to students wanting to contribute.","Language"
3430131033280,"Internal","Full-time","English speaking background","Domestic","Science and mathematics","Undergraduate","X is just not a great teacher. He doesn't read the room or interact with students and just keeps reading off the slides in a monotone. The lectures were extremely difficult to focus on and actually learn anything from. If not for other explanations on youtube and online I would have failed this course. It is genuinely disappointing. I enjoy algorithms as a topic and learning about them. That's why I elected to do X which was a great course.","Language"
3430131033281,"Internal","Full-time","English speaking background","Domestic","Science and mathematics","Undergraduate","The course administration needs to answer for it's short comings in helping X go through a personal emergency.
During week 2 X had an unfortunate personal emergency which caused everything to be delayed, rushed and outright difficult to learn/complete in adequate time
For instance, the X subshell wasn't working and I couldn't code haskell using the cse machines which was integral to the course. I had to use the ed playground to eventually solve assignment 1/ex04 which is unacceptable given the fees we pay to be here.
The computer science/engineering school needs to be more accountable for core subjects like this becuase if 500 students fail/struggle in a core class the problem isn't the students, it's the class.
If you want a solution have it so that there is a week 5/6 evaluation for every student like this so that the administration can get a feel on what's going on. Yes it may be too late but I'd rather have late help than a failing grade","Complaint"
3430131033282,"Internal","Full-time","English speaking background","Domestic","Business and management","Undergraduate","Loved the chocolates and student participation.
I'm sorry for what happened in week 2 and not sooner realising your efforts in keeping X running as it has given the circumstances.
As someone who also has problems reaching out for help I encourage you to do it. It's hard and you feel like shit but in the words of someone wiser than me, Shared joy is double joy and shared misery is half misery","Language"
3430131033283,"Internal","Full-time","English speaking background","Domestic","Creative arts","Undergraduate","This is a math course dressing as a comp course and I had the rug pulled out from under me so fast like where is the actual coding?
A couple shitty tutorial problems oh and also, what are the answers to the assignment because I'm guessing as a math student it makes perfect sense but as a comp student just having,
Remembering horners rule we can easily see that is takes O(k) time. As a software engineering student I have never seen horners rule before and to only have a one sentence explanation is unacceptable and unfair to people like myself trying this elective","Language"
3430131033284,"Internal","Full-time","English speaking background","Domestic","Computing and Information Systems","Undergraduate","1 less design problem and remove the 3 individual and group TBL quizzes (or allow them to be taken from home). It is a waste of time to travel all the way to uni (total of 3 hours for me) just for 20 minutes of quizzes.
The first quiz in week 3 was kind of useless because no other assessment in this course was a test. Maybe its good for easy marks but I think its unnecessary.","OK"
3430131033285,"Internal","Full-time","English speaking background","Domestic","Humanities, culture and social sciences","Undergraduate","The textbook is really good and helpful. Provides in-depth explanations of the course content and examples","OK"
3430131033286,"Internal","Full-time","English speaking background","Domestic","Computing and Information Systems","Undergraduate","X is very engaging as a lecturer - I really feel she helped us digest this content which already is quite difficult. Would highly recommend her for future courses, especially this one. I feel students would benefit more if she lectured for more weeks during this course.","OK"
3430131033287,"Internal","Full-time","English speaking background","Domestic","Business and management","Undergraduate","She gets through the many slides in a timely manner, and has a clear voice.","OK"
3430131033288,"Internal","Full-time","English speaking background","Domestic","Science and mathematics","Undergraduate","I find her to be quite monotonous and hard to focus while she is lecturing. She could try to make the lecture more engaging by speaking to the students personally, like X would. For example, X would flag that she, like us, might be very confused by the many definitions in the Week 9 Lecture.","Language"
3430131033289,"Internal","Full-time","English speaking background","Domestic","Business and management","Undergraduate","X would give feedback in a very condescending manner and would often come across rude in class. I really hope he either changes his way of teaching or is not a teacher sem for future students and cohorts.
Please strongly take this feedback, I am not the only student who feels this way.","Language"
3430131033290,"Internal","Full-time","English speaking background","Domestic","Business and management","Undergraduate","Upon careful consideration, I have found this course to be the worst course I have done at UNSW. I have expanded more on the ""what could be improved"" section of this survey.","Language"
3430131033291,"Internal","Full-time","English speaking background","Domestic","Communications","Undergraduate","I think this course needs to be immediately overhauled. I have provided suggestions for improvements below:
The first thing that could be improved is the immediate removal of X as the Course Convenor. He was extremely disrespectful, rude, unorganised and incompetent in being able to convene the course and needs immediate training on how to appropriately communicate with students and work in a learning environment. His management of the course and manner in which he has responded to students over course forums, had not been conducive to supportive learning environment. He is simply not fit to be an educator or work in any educational institute, and his conduct as the course convenor of this course has been abysmal and extremely disappointing.
I also think the structure of this course needs to be overhauled. I, including many of the students I have spoken to, have found the case study structure to be an entirely ineffective way of teaching international law, given our assessments did not provide an effective or appropriate method of showing our knowledge given they were research based more than content based. You cannot provide a couple of asynchronous ""learning"" classes on legal research and writing and then create a 40% weighted assignment that is so heavily weighted on legal research (it was a problem question, not an essay). It is extremely disappointing that this faculty/course, and more broadly, this law school, as a means to make more money or save on resources and effort, has resorted to an ""asynchronous"" learning structure in lieu of putting in more effort to craft more considerate course structures and assignments.","Language"
3430131033292,"Internal","Full-time","English speaking background","Domestic","Business and management","Undergraduate","This course is an unmitigated disaster. By no small margin, this has been the worst experience I have had in a COMP course, or indeed, in any course. It is a shame this means the course is likely to be shelved due to this, even though the content itself is interesting and has been a well-loved course in all offerings prior and issues are entirely due to execution, rather than anything inherent in the content.
Personal tragedy is unfortunate and unpredictable, but the staff collectively has let the course progression slip and have diligently been unable to recover at every opportunity to do so. Further, outside the LIC, it seems the course admin was also busy with their personal academic pursuits abroad.
On the part of the school, there should have been processes in place to lift some burden where a staff member, or multiple, are unable to continue with the course - the highest levels of faculty were made aware of the situation early in the term.
The disruption of this course is not short of that seen in the initial COVID outbreak and I strongly believe SY grading should be given to students as an option.","Language"
3430131033293,"Internal","Full-time","English speaking background","Domestic","Creative arts","Undergraduate","Sometimes the accent was a bit hard to listen to. A specific thing for me was enunciating the ""y"" sounds. You pronounced year and ear the exact same which is distracting and confusing in the context of Cochlear.","Cultural"
3430131033294,"Internal","Full-time","English speaking background","Domestic","Science and mathematics","Undergraduate","Her English skills were very low, she struggled to pronounce words. Her articulation was difficult to discern. Her projection was low so that it was difficult to hear, and she spoke in a monotone voice so that it was hard to engage. She read off her computer the entire class. She rarely seemed positive or actively interested in the students around us. Did not know any one's names, or interested in class participation. Very difficult to understand, no point in attending class because we did not learn anything.
Class could be improved by engaging more with the class (not reading from computer) and projecting voice and speaking with passion/ enthusiasm/ tone.","Language"
3430131033295,"Internal","Full-time","English speaking background","Domestic","Computing and Information Systems","Undergraduate","If assignment briefs were done correctly in the first place and moodle site was better organised weekly... similar to studio 4 and 5, students would understand the benchmark of what is required weekly. I think that because tutors and convenors assume that they understand students and are making it easier for us but you guys really are not. I agree that because we are in our final year now we SHOULD in theory know what is expected... but similar to students staff teaching styles differ, some expect less, whilst others expect more but most importantly, none actually tell us what they want. So if we were given a generalised guideline, it would give us a stronger foundation to work towards. We already have SO much on our plates individually, each of us have varrying experiences, struggles etc. So please make it easier for us to stay organised. It's as simple as putting something like ""week 2: have sections, plans etc. Ready for review"".
Furthermore, the amount of emails and notifications we recieve weekly before the course even started was UNBEARABLE, frankly it's alot to read through especially because they're just changes made to the brief in conjunction with the theory that actually matters, it's genuinely confusing and extremely overwhelming.
Additionally, having classes twice a week every two weeks would be helpful in theory... if the classes weren't literally a day apart 3 days before submission.
With so little time to actually work on anything and so much information to stay on top of, criticism could be a lot less harsh and rude, not just personally, but others too had agreed that Rachael could be quite harsh when it comes to critiques.
Most importantly! Please don't forget that you guys are supposed to be on our side!","OK"
3430131033296,"Internal","Full-time","English speaking background","Domestic","Teacher education","Undergraduate","The group task was not well designed and was very very demanding. Given that the content required for the task was only taught in week 8 having 2 weeks to produce something of value is not possible. Moreover, the amount of deliverables for the task was impossible to complete all to a high standard. The task should be a video OR report not AND. The dataset for the task was also too big and required hours of training.
Moreover, the need to use GPUs for training is absolute bullshit and should have been highlighted earlier. The project basically wanted us to create a full research paper on the Wildscenes dataset which is not possible to do given we have 3/4 weeks for it when training a model take 2 hours.
All in all the design of the group project was very very poor and I will be taking it up further.","Language"
3430131033297,"Internal","Full-time","English speaking background","Domestic","Engineering","Undergraduate","Providing practical and useful feedback, he often focuses on little insignificant and irrelevant points, that doesn't help the project as a whole. His method of teaching needs a lot more improvement, making students do compulsory extra work that other classes don't do, threatening the students with grade marks which is highly unprofessional and unreasonable! As a tutor, his design ideas are quite fixed and pushes students in the direction he wants them to go with his own design logic, resulting in half the class showing up with extremely similar plans and ideas. He needs to be more open to individual ideas, and provide support to let students achieve their own design project. Also his time management needs further work, every week going 1/2-1.5 hrs over lessons ending times, expecting students to stay for his feedback which isn't helpful at all. His expectations of students putting in considerably large amounts of money and time every week to show their work is also unfair and too much. He said we should work several hours every day for this project, yet we have other courses to complete, whilst also balancing personal time and work so that we can afford living expenses and extra costs to put into our project. He has an idealistic impractical view and expectation, which we can't achieve. I think it's good for him to gain more working practical experience before teaching to be very honest.","OK"
3430131033298,"Internal","Full-time","English speaking background","Domestic","Architecture and built environment","Undergraduate","I was hoping for a more critical perspective on the history that is taught in final year high school; for the most part it felt like a recap of everything I learned in modern history and I am fairly sure most students in the class had also completed history in their schooling. Personally for me it was a bit of a wasted subject which is a shame. To reiterate, improvements could be made through more critical perspectives discussing how gender, race and class significantly divided the experiences of people in the 20th century instead of treating countries as monoliths that all had the same experiences.
I also believe that using these critical perspectives along with explaining how these ideas are still relevant to the modern era would add to a more comprehensive understanding of the history. It would make it obvious why we learn the events that we do and what that reflects about the current ideological landscape.","OK"
